"Disease","Fiscal Year","Gender","Age Group","Population","Incidence","Prevalence","Mortality with Disease","Mortality without Disease","Hospitalization with Disease: Person Count","Hospitalization with Disease: Separation Count","Hospitalization with Disease: Days Stay","Hospitalization without Disease: Person Count","Hospitalization without Disease: Separation Count","Hospitalization without Disease: Days Stay","Physician Visit with Disease: Person Count","Physician Visit with Disease: Visit Count","Physician Visit without Disease: Person Count","Physician Visit without Disease: Visit Count","General Physician Visit with Disease: Person Count","General Physician Visit with Disease: Visit Count","General Physician Visit without Disease: Person Count","General Physician Visit without Disease: Visit Count","Specialist Visit with Disease: Person Count","Specialist Visit with Disease: Visit Count","Specialist Visit without Disease: Person Count","Specialist Visit without Disease: Visit Count"
Asthma,2003,M,10 to 14,1131264,7842,190542,30,108,4674,5892,26238,14682,17712,74952,,,,,144522,525048,461610,1299270,91782,298434,225936,624612
Asthma,2003,M,15 to 19,1114374,4176,125184,90,570,3924,5082,29622,21300,26904,153270,,,,,96672,363990,496014,1482438,52350,173088,222132,630474
Asthma,2003,M,20 to 24,1118604,3960,72336,78,780,2460,3444,23310,21816,27972,211818,,,,,56406,238386,477648,1543890,27060,94200,201912,586494
Asthma,2003,M,25 to 29,1080258,4242,55326,48,750,2094,2916,23346,20718,26736,195312,,,,,44784,219108,465246,1642434,23058,87318,210270,641766
Asthma,2003,M,30 to 34,1158186,4362,54684,60,912,2244,3114,20484,24156,31554,213726,,,,,45852,254454,534318,2065362,25158,100080,258360,824472
Asthma,2003,M,35 to 39,1298124,4878,60222,96,1392,2892,4158,28830,30810,40866,308622,,,,,51774,319332,613038,2573934,30888,137232,316632,1080906
Asthma,2003,M,40 to 44,1430256,4920,64404,168,2082,3612,5352,34590,39780,53430,374184,,,,,56322,375228,697320,3112938,35448,169698,379416,1369014
Asthma,2003,M,45 to 49,1313646,4398,56868,252,3192,3936,5988,45708,45678,63216,462132,,,,,50712,365256,663270,3176172,34236,183540,382866,1497798
Asthma,2003,M,50 to 54,1124592,3852,48126,336,4320,4344,6876,49206,50892,71610,524748,,,,,43872,340434,600450,3118248,31386,189606,372168,1603728
Asthma,2003,M,55 to 59,952704,3498,43152,468,5808,5058,8136,56520,57588,83430,612624,,,,,40110,334596,534726,3055710,30996,206544,357186,1707030
Asthma,2003,M,60 to 64,713568,3054,36678,660,7230,5520,9156,71190,57792,85116,678174,,,,,34626,314958,417300,2686950,28230,213288,298038,1597104
Asthma,2003,M,65 to 69,571530,2862,34236,948,9132,6672,11328,93690,60390,91434,753786,,,,,32670,337158,352224,2624688,27864,237546,267828,1626156
Asthma,2003,M,70 to 74,497406,2790,34806,1572,13218,8340,14634,132408,67254,104076,976596,,,,,33378,389838,311418,2704068,29424,279924,248310,1697268
Asthma,2003,M,75 to 79,372306,2250,29436,2052,15816,8760,15366,148350,63378,99138,995022,,,,,28320,375708,237264,2413968,25266,263766,195624,1489614
Asthma,2003,M,80 to 84,234624,1476,19656,2034,16326,6798,12066,127026,49752,77808,883332,,,,,18876,282108,153894,1833492,16818,175332,127422,1006332
Asthma,2003,M,85+,154740,912,11994,2178,20934,4776,8178,94812,39402,60972,757152,,,,,11352,189870,100572,1409502,9630,92814,78372,573276
Asthma,2004,F,<1,230574,3258,3576,0,810,1860,3054,12330,124668,138672,445578,,,,,3318,35442,161514,1070976,3066,29154,114186,613728
Asthma,2004,F,1 to 4,686142,16068,59496,18,126,5976,8088,23742,17454,21306,63858,,,,,51042,296850,391212,1735848,39906,198558,199284,673260
Asthma,2004,F,5 to 9,950814,9000,143088,18,60,4224,5364,16326,11094,13386,39876,,,,,110586,432840,435714,1350486,72288,243282,196302,513228
Asthma,2004,F,10 to 14,1075500,6864,148392,24,90,3360,4482,20412,12282,15528,72264,,,,,112914,411042,458676,1316652,66354,210264,198090,519558
Asthma,2004,F,15 to 19,1066842,6156,118764,30,222,6138,8448,37818,34068,43638,182502,,,,,104544,568308,575970,2514294,58416,218550,251742,785628
Asthma,2004,F,20 to 24,1097994,5742,101580,54,288,9936,13596,51408,70206,86670,287112,,,,,93366,647292,630006,3397998,56862,249642,308532,1143318
Asthma,2004,F,25 to 29,1092342,6024,93168,60,282,13188,17208,64236,117120,138354,434358,,,,,85524,653016,630690,3726936,58374,313416,361986,1689108
Asthma,2004,F,30 to 34,1144284,6294,89988,66,372,12720,16434,67380,125484,146298,485292,,,,,82770,663990,676974,4024836,58800,340500,414612,2098008
Asthma,2004,F,35 to 39,1250940,7086,96528,114,642,9960,13398,65922,81138,97074,385584,,,,,89262,716358,721188,4043322,63396,355266,437760,1988280
Asthma,2004,F,40 to 44,1428990,7842,112752,186,1116,9150,12978,80040,57858,72714,391440,,,,,104826,861978,815760,4478688,77412,431556,516324,2137716
Asthma,2004,F,45 to 49,1343142,7092,105150,342,1860,8910,12822,86046,52614,68574,414468,,,,,98550,848520,770298,4411554,76908,458748,518256,2210976
Asthma,2004,F,50 to 54,1166328,6246,93756,414,2670,8940,13182,98628,49518,66258,455778,,,,,88830,801756,680772,4185996,72876,471996,487542,2242194
Asthma,2004,F,55 to 59,1007994,5526,84534,600,3468,9504,14340,105276,49812,67884,474018,,,,,80886,768246,594522,3873480,68160,473298,440094,2146818
Asthma,2004,F,60 to 64,764334,4452,67314,756,4248,9276,14412,115344,47226,65670,498564,,,,,64740,650484,452286,3169962,56370,426936,345348,1808064
Asthma,2004,F,65 to 69,622740,3750,56268,960,5478,9474,15228,134346,49692,71160,598632,,,,,54450,589272,380646,2980884,48084,403494,299994,1717158
Asthma,2004,F,70 to 74,566832,3432,52926,1536,8142,11004,17952,167136,59118,85914,811356,,,,,51246,606192,346410,3069870,45834,411786,279618,1764492
Asthma,2004,F,75 to 79,494088,2940,46128,2088,12048,11634,19266,198552,66816,99210,1022700,,,,,44574,592536,307050,3162846,40014,376686,251562,1707042
Asthma,2004,F,80 to 84,392868,2412,36312,2520,17124,10878,17964,202008,67272,100608,1178778,,,,,34956,525510,251670,3036306,30732,283650,202962,1383144
Asthma,2004,F,85+,356316,1992,28746,3984,38862,9852,16026,198816,75966,111300,1528512,,,,,27072,477456,226506,3414246,22032,183984,163392,1005840
Asthma,2004,M,<1,242700,6468,7050,6,1002,3990,6570,25236,132222,151380,522246,,,,,6558,72156,168858,1163862,6222,61380,126360,717570
Asthma,2004,M,1 to 4,719538,23520,98820,24,114,10614,14160,35310,20226,24534,70500,,,,,85242,499296,389628,1790922,67980,342240,214518,747936
Asthma,2004,M,5 to 9,999912,11724,217218,42,78,6942,8610,28578,12468,14838,48288,,,,,165960,632922,417882,1278438,115656,408330,211434,586944
Asthma,2004,M,10 to 14,1133040,7230,208596,36,138,4920,6168,25026,14016,16938,67608,,,,,154620,538080,445734,1230234,98496,319596,221202,605448
Asthma,2004,M,15 to 19,1122828,3720,141714,78,546,4122,5430,30714,21036,26316,152796,,,,,107838,388824,487692,1442262,58410,191898,220674,629442
Asthma,2004,M,20 to 24,1134642,3534,83070,78,804,2778,3888,26652,22260,28554,209796,,,,,63498,258870,480660,1555032,30498,103134,204624,602514
Asthma,2004,M,25 to 29,1095120,4062,60084,60,750,2238,3132,21414,21096,27552,205458,,,,,48084,230688,468312,1663020,24630,93042,211290,652968
Asthma,2004,M,30 to 34,1149600,4236,58068,78,882,2316,3198,21768,23916,31332,234318,,,,,48390,264786,528414,2038938,26640,104730,256842,826092
Asthma,2004,M,35 to 39,1263384,4482,62208,132,1302,2880,4170,26370,29220,38688,280038,,,,,52998,322200,597264,2514414,31506,137934,310560,1054236
Asthma,2004,M,40 to 44,1444110,4920,69732,192,2136,3798,5568,40962,39660,53436,372126,,,,,60696,399546,704442,3157944,38400,178350,387078,1401666
Asthma,2004,M,45 to 49,1345602,4320,62226,264,3174,4338,6552,43896,46218,64146,453510,,,,,55218,392802,680916,3276636,37164,197142,394440,1542306
Asthma,2004,M,50 to 54,1158042,3804,52974,336,4314,4608,7104,49008,51684,73182,529302,,,,,48198,368982,619854,3243936,34638,206412,385596,1664832
Asthma,2004,M,55 to 59,998484,3510,47382,510,6024,5328,8478,61416,59484,85650,627588,,,,,43926,364404,562578,3242634,33756,221334,377628,1811394
Asthma,2004,M,60 to 64,746046,2988,40098,702,7326,5826,9540,74622,59220,87090,671934,,,,,37848,341910,434406,2821314,30768,228972,312528,1674174
Asthma,2004,M,65 to 69,584166,2814,35988,942,8910,6804,11580,95976,60822,91464,727254,,,,,34344,351672,359976,2705382,29394,250542,274440,1678818
Asthma,2004,M,70 to 74,501816,2736,36402,1554,12390,8538,14940,132708,66858,103368,917400,,,,,34998,409974,313926,2758986,30696,293994,251556,1742664
Asthma,2004,M,75 to 79,381702,2142,30888,2052,15522,9024,16038,153750,64650,101160,1011450,,,,,29724,396720,243150,2518956,26622,279816,201480,1548900
Asthma,2004,M,80 to 84,246786,1482,21516,2178,16518,7434,13206,135570,51606,81060,882522,,,,,20616,310662,161100,1963494,18348,194460,134148,1076148
Asthma,2004,M,85+,160728,924,13056,2370,21036,5244,8760,97398,40842,63216,784578,,,,,12318,207324,103218,1492314,10458,99798,81078,609336
Asthma,2005,F,<1,233856,3120,3360,6,798,1818,2970,13782,126384,139728,453930,,,,,3090,32184,164868,1077216,2946,30630,117660,630348
Asthma,2005,F,1 to 4,690546,16548,58716,12,96,6126,8022,22032,18282,22020,63516,,,,,50802,300420,398112,1811742,40104,198246,205500,697908
Asthma,2005,F,5 to 9,934002,9888,140154,24,72,4416,5484,15540,10848,12942,36174,,,,,110304,444864,441582,1417848,72702,248058,197856,524094
Asthma,2005,F,10 to 14,1068870,6882,159162,30,90,3624,4836,21144,11796,14802,67158,,,,,122076,451794,469146,1385598,71574,228480,198594,526152
Asthma,2005,F,15 to 19,1086000,6408,131508,42,276,6588,8994,40380,33678,42768,181890,,,,,115752,623538,583926,2562336,65016,242982,256110,803556
Asthma,2005,F,20 to 24,1113342,5886,108738,54,306,10488,14070,53286,70668,86868,297366,,,,,99600,678018,639948,3473382,60468,267504,316458,1185204
Asthma,2005,F,25 to 29,1109328,5874,99210,54,288,14100,18372,68892,118248,139188,449550,,,,,90672,687414,636036,3784590,62190,338712,367908,1733250
Asthma,2005,F,30 to 34,1144398,6168,95418,84,426,13554,17208,70848,126738,147012,487932,,,,,87834,691278,674958,4049292,62736,364512,418332,2147454
Asthma,2005,F,35 to 39,1232166,6714,99870,120,642,10164,13818,71544,81126,96774,412566,,,,,92016,725400,715446,4049400,65784,369534,436686,2022540
Asthma,2005,F,40 to 44,1428564,7554,118992,210,1242,9498,13662,89238,57006,71634,410442,,,,,110430,893856,817326,4517808,82062,459318,521094,2187252
Asthma,2005,F,45 to 49,1371846,7110,113502,324,1950,9168,13284,88656,52590,68412,442842,,,,,106200,898740,790560,4541070,82992,493806,533952,2305512
Asthma,2005,F,50 to 54,1207704,6024,101658,474,2652,9180,13524,96978,49884,66534,473880,,,,,96156,851922,705960,4332408,79080,511890,506076,2347002
Asthma,2005,F,55 to 59,1055034,5730,92772,654,3498,9894,14880,115878,51648,70260,532272,,,,,88446,821400,626364,4074000,74670,524754,464094,2305248
Asthma,2005,F,60 to 64,795630,4536,73308,810,4326,9696,15138,121734,48330,67512,554496,,,,,70470,697368,468846,3287304,61434,468240,358536,1913148
Asthma,2005,F,65 to 69,635928,3654,60192,1038,5436,9918,16146,153060,50202,71592,603468,,,,,58158,625890,389502,3054432,51756,436104,308466,1807338
Asthma,2005,F,70 to 74,565944,3162,54876,1506,7902,11076,17952,169272,58014,84384,793050,,,,,53124,625728,346914,3095472,47688,434136,281520,1820646
Asthma,2005,F,75 to 79,497928,2790,48738,1998,11886,11904,19428,200478,66444,98058,1036134,,,,,47076,616716,309252,3201492,42306,403074,254418,1772196
Asthma,2005,F,80 to 84,398052,2136,38262,2466,16626,11016,18048,209226,66576,99018,1199814,,,,,36738,544482,253278,3099690,32394,304434,205314,1443762
Asthma,2005,F,85+,377580,1926,32388,4134,38400,10782,17232,215346,78222,114564,1576770,,,,,30426,539328,239712,3670986,24948,208842,174822,1106034
Asthma,2005,M,<1,245628,6084,6570,6,1086,3558,5928,24996,133344,151722,517116,,,,,6060,65082,171822,1164888,5820,59430,129582,731334
Asthma,2005,M,1 to 4,724608,25134,97086,30,144,10896,14556,35634,21438,25758,74016,,,,,84306,506550,397932,1873908,67866,344796,222300,780690
Asthma,2005,M,5 to 9,982218,13206,213420,30,84,7734,9468,27204,12384,14856,47256,,,,,166104,657240,423240,1341588,116526,416022,213246,603276
Asthma,2005,M,10 to 14,1126692,7482,226800,48,132,5424,6882,26508,13368,16308,69042,,,,,170424,605286,452328,1293336,107544,349482,219252,605988
Asthma,2005,M,15 to 19,1141260,3816,159522,108,582,4584,5892,33168,21258,26484,153738,,,,,122370,444774,501978,1514784,66474,216504,225618,648228
Asthma,2005,M,20 to 24,1149702,3516,95832,84,846,3006,4122,29718,22146,28386,240144,,,,,72792,293706,494712,1617408,34830,117312,210732,622446
Asthma,2005,M,25 to 29,1110390,3798,64836,60,762,2334,3180,25710,21462,28014,240168,,,,,51318,245142,476436,1715508,26340,100380,215682,675282
Asthma,2005,M,30 to 34,1146654,3996,61410,78,912,2454,3426,22872,23256,30498,256470,,,,,50664,270348,528102,2047836,27990,111648,257496,828474
Asthma,2005,M,35 to 39,1242660,4404,64302,126,1224,2928,4260,31800,28326,37596,311130,,,,,54498,325074,592704,2507052,32328,139674,308820,1057566
Asthma,2005,M,40 to 44,1446480,4806,74340,198,2136,4086,5976,47478,38994,52644,454926,,,,,64410,419856,707616,3188394,41118,193470,389676,1427046
Asthma,2005,M,45 to 49,1376928,4248,67704,240,3180,4386,6630,56316,45990,63528,552150,,,,,59910,418020,701952,3371586,40056,211026,407166,1600776
Asthma,2005,M,50 to 54,1198302,3786,57924,372,4446,4830,7410,59046,52644,74544,612558,,,,,52374,393966,644958,3374370,37890,224034,402192,1756590
Asthma,2005,M,55 to 59,1044156,3654,52194,534,6030,5664,9096,62448,61410,88188,728058,,,,,48312,392622,594234,3417708,37206,244080,399534,1946250
Asthma,2005,M,60 to 64,777954,3186,43440,744,7284,6138,10056,78156,61182,89598,723924,,,,,40998,362586,454320,2948112,33624,250896,327870,1801632
Asthma,2005,M,65 to 69,598278,2688,37938,1002,8754,6822,11556,94692,61692,92520,774270,,,,,36168,362736,369570,2782950,31002,264468,283794,1765698
Asthma,2005,M,70 to 74,504354,2466,37350,1512,11754,8616,14826,130092,66210,101748,905298,,,,,35916,415218,316434,2781960,31734,303720,254760,1797468
Asthma,2005,M,75 to 79,392592,2094,32520,2076,14952,9174,16080,154860,65460,102786,1029552,,,,,31188,411534,250932,2619120,28038,295830,209202,1647822
Asthma,2005,M,80 to 84,255084,1410,22848,2208,15912,7626,13464,137616,51726,81408,898770,,,,,21906,328278,164988,2036922,19602,208374,138384,1138824
Asthma,2005,M,85+,173034,900,14670,2454,21174,5634,9678,110376,42654,65880,821880,,,,,13710,235458,110706,1638864,11754,114678,88206,682212
Asthma,2006,F,<1,240180,3042,3258,0,858,1884,3096,13242,130908,144990,465966,,,,,2970,30606,169098,1091622,2928,30744,123648,658440
Asthma,2006,F,1 to 4,698520,15276,56874,18,120,5316,7086,20412,17400,21300,63816,,,,,48198,268710,396240,1708356,38442,186864,205416,683310
Asthma,2006,F,5 to 9,920244,8742,135906,18,66,3756,4632,15282,10002,12066,36414,,,,,103986,395250,419820,1258458,70038,235104,191496,500646
Asthma,2006,F,10 to 14,1056138,5778,166578,30,96,3432,4536,21960,11046,13896,64302,,,,,123126,427806,441162,1246974,73488,230550,193002,512352
Asthma,2006,F,15 to 19,1103004,5856,143910,54,252,6714,8826,39822,33006,41430,168786,,,,,124056,632670,571548,2423568,69396,257784,252534,802062
Asthma,2006,F,20 to 24,1126002,5304,115992,48,282,10578,13848,48084,69942,85146,267462,,,,,105096,685758,639426,3380610,63594,279222,317310,1197816
Asthma,2006,F,25 to 29,1135230,5430,105180,48,306,14448,18468,67104,118752,138504,406770,,,,,95406,696714,640494,3735606,65286,353430,372024,1761642
Asthma,2006,F,30 to 34,1143306,5796,100536,90,360,14034,17442,62370,126324,145212,440508,,,,,91650,697050,662700,3899370,65472,382230,413466,2152236
Asthma,2006,F,35 to 39,1231248,6192,104184,120,612,10008,13176,58374,81126,95292,340422,,,,,95070,726744,708720,3936738,67758,383124,437400,2055906
Asthma,2006,F,40 to 44,1407954,6906,122496,228,1134,8982,12186,68544,53154,65982,312972,,,,,112842,880884,796848,4323438,84246,468048,513816,2163846
Asthma,2006,F,45 to 49,1400802,6684,121740,336,1950,8952,12648,75102,50226,64356,355722,,,,,113196,921576,798270,4495980,88224,517428,543318,2346522
Asthma,2006,F,50 to 54,1247394,5640,109308,492,2778,9252,13368,89424,49290,64932,395016,,,,,102828,881814,724200,4369380,84618,547248,520392,2418630
Asthma,2006,F,55 to 59,1088334,5172,98916,672,3594,9984,14820,108984,50694,68574,459426,,,,,93924,845448,641514,4084620,79356,550620,475524,2365974
Asthma,2006,F,60 to 64,840900,4326,80244,888,4458,9984,15360,117384,49080,67926,499140,,,,,76800,730104,492780,3394944,66804,506664,378510,2032314
Asthma,2006,F,65 to 69,655524,3396,64686,1092,5532,9954,15750,135372,49860,70572,580188,,,,,62358,646092,398076,3058026,55344,463086,315714,1867722
Asthma,2006,F,70 to 74,567012,3048,56964,1584,7668,11124,18018,171114,55968,80892,730980,,,,,55062,631296,346602,3014142,49416,453216,282090,1841232
Asthma,2006,F,75 to 79,501954,2544,51186,2124,11742,11892,19350,202098,64872,95754,989676,,,,,49368,623874,309138,3096192,44430,426978,254982,1805430
Asthma,2006,F,80 to 84,404400,1878,40338,2670,16800,10980,17886,207216,65526,97008,1150944,,,,,38682,546624,254424,2947794,34026,322608,206826,1492578
Asthma,2006,F,85+,399858,1674,35670,4890,40770,11514,18414,240996,80832,117666,1639566,,,,,33312,544752,250884,3506628,27162,234114,183720,1203672
Asthma,2006,M,<1,252144,5922,6276,6,1026,3702,6216,26400,138798,158316,534528,,,,,5820,61398,176364,1185768,5664,61038,136062,759726
Asthma,2006,M,1 to 4,732618,22866,94098,30,144,9300,12306,33924,20100,24336,70926,,,,,80460,451872,397464,1777668,64980,325668,222804,768228
Asthma,2006,M,5 to 9,968334,11382,207204,30,78,6282,7788,24162,11490,13908,42870,,,,,156858,580248,402930,1199604,111828,387912,206706,575040
Asthma,2006,M,10 to 14,1113582,6288,240042,42,108,5226,6546,27060,12114,14742,62844,,,,,173262,575622,422232,1156392,111966,360690,210846,583578
Asthma,2006,M,15 to 19,1158336,3390,177396,102,522,4632,5982,30888,19440,24066,127614,,,,,131958,459360,481920,1416810,72552,234228,221088,639708
Asthma,2006,M,20 to 24,1163502,3240,109062,108,834,2928,3822,24996,20076,25248,168114,,,,,80106,313944,487464,1579536,38556,129894,210756,631512
Asthma,2006,M,25 to 29,1131006,3846,70434,72,762,2154,2940,21504,19272,24552,169194,,,,,54294,249918,473826,1694238,27894,105222,216150,679320
Asthma,2006,M,30 to 34,1142958,3942,64572,78,858,2268,3162,21636,21252,27288,165468,,,,,52272,271566,515814,1982376,28926,116604,252126,825702
Asthma,2006,M,35 to 39,1239474,4224,67488,114,1212,2706,3906,21702,25818,34002,208638,,,,,56430,324468,584526,2437182,33492,142668,305604,1047678
Asthma,2006,M,40 to 44,1427256,4590,77136,180,2010,3798,5502,34488,35490,47502,301320,,,,,66066,419214,688638,3068316,42036,198984,381846,1408836
Asthma,2006,M,45 to 49,1406700,4170,73500,294,3156,4398,6672,42276,44100,60252,386142,,,,,64554,436200,707622,3360366,43242,224040,412842,1641714
Asthma,2006,M,50 to 54,1238262,3822,63180,396,4542,4812,7386,52662,51972,72882,488262,,,,,56808,414498,659910,3418914,41136,239118,413856,1817646
Asthma,2006,M,55 to 59,1075506,3438,56100,534,6168,5766,9144,63306,60252,85782,597984,,,,,51570,407718,607104,3451746,39738,262320,409596,2014800
Asthma,2006,M,60 to 64,822006,3012,47118,750,7578,6450,10458,80922,62226,90444,663456,,,,,44214,382698,478416,3057720,36366,272100,346968,1922202
Asthma,2006,M,65 to 69,618804,2514,40314,1008,8928,6978,11454,100152,61626,91968,725346,,,,,38346,372324,378210,2800698,32892,280110,291582,1838856
Asthma,2006,M,70 to 74,509040,2154,38118,1464,11712,8292,14100,122358,64380,98310,867426,,,,,36558,407946,318348,2750352,32352,309420,257718,1842588
Asthma,2006,M,75 to 79,403464,1926,33894,2058,15342,9036,15636,146046,65334,101394,992868,,,,,32490,412272,256854,2606718,29178,307752,214224,1720932
Asthma,2006,M,80 to 84,264630,1242,24000,2298,16674,7686,13248,142464,52200,81654,904224,,,,,22914,331032,169308,2022606,20592,223140,142434,1196646
Asthma,2006,M,85+,186540,816,16170,2742,23040,6048,10212,118920,44682,68394,880182,,,,,15060,248664,117666,1663134,12960,129678,93936,755394
Asthma,2007,F,<1,250362,2634,2868,0,858,1536,2418,10248,136548,151038,481362,,,,,2604,24606,174792,1088514,2556,25320,127452,669252
Asthma,2007,F,1 to 4,710124,13398,53502,12,114,4470,5982,16758,16818,20442,59208,,,,,44772,238122,398364,1647672,35796,170148,207270,672840
Asthma,2007,F,5 to 9,912720,7968,131754,30,72,3546,4452,14064,9678,11808,35304,,,,,98562,363888,409548,1202094,67374,222522,189786,494460
Asthma,2007,F,10 to 14,1038168,5250,170820,18,78,3330,4326,20700,10632,13524,65748,,,,,122106,411978,422166,1173528,73836,229956,187422,500268
Asthma,2007,F,15 to 19,1119420,5034,155016,54,234,7014,9324,41664,33024,41400,169086,,,,,131256,646902,564144,2349672,72846,269742,248286,791310
Asthma,2007,F,20 to 24,1135200,4782,123492,66,258,10602,13722,46410,70308,84966,258348,,,,,110316,686382,634320,3267702,65424,282312,314466,1189950
Asthma,2007,F,25 to 29,1162206,5130,110970,54,300,15114,19026,65406,121986,141618,407832,,,,,99096,700986,646092,3674178,67656,367608,374640,1788864
Asthma,2007,F,30 to 34,1158900,5208,105972,72,402,14916,18414,64692,128520,147084,433560,,,,,95208,695604,657324,3793860,67890,396444,411504,2157462
Asthma,2007,F,35 to 39,1232484,5628,107838,114,582,10200,13152,54894,82080,96180,332292,,,,,97410,715884,699954,3812394,69324,388086,432978,2060694
Asthma,2007,F,40 to 44,1378644,6138,123840,222,1074,8640,11760,66786,50604,62628,292320,,,,,112806,848112,769026,4082304,84078,458916,499110,2101176
Asthma,2007,F,45 to 49,1424136,6078,129174,408,1980,9270,13104,83970,49116,63198,352866,,,,,119280,936876,801912,4416642,92874,538014,548544,2361606
Asthma,2007,F,50 to 54,1290162,5544,117078,510,2736,9396,13458,91716,49092,64836,405174,,,,,109566,908274,741114,4378044,90144,567438,533784,2467992
Asthma,2007,F,55 to 59,1102416,4926,103350,690,3642,9942,14580,107286,49356,66498,450288,,,,,97626,844818,641484,3989436,82002,564390,475080,2350260
Asthma,2007,F,60 to 64,904716,4416,89130,906,4572,10512,16074,131208,50994,70308,532740,,,,,84954,777930,529056,3553854,73584,548796,406854,2176452
Asthma,2007,F,65 to 69,682344,3360,69606,1110,5592,10152,15858,137652,50298,71160,575616,,,,,66912,670344,409776,3077790,59322,484674,325374,1922238
Asthma,2007,F,70 to 74,570252,2742,59172,1536,7656,10926,17226,164820,54654,79050,723834,,,,,57072,635148,347364,2965692,51144,459888,282906,1848750
Asthma,2007,F,75 to 79,506964,2364,53058,2118,11346,11904,19218,202650,63144,91980,967896,,,,,51138,634914,310140,3034416,46026,442218,256044,1811580
Asthma,2007,F,80 to 84,407634,1818,41934,2556,16332,10884,17430,202974,64218,94458,1158732,,,,,40092,553098,253800,2892942,35406,332562,206448,1501032
Asthma,2007,F,85+,421662,1674,38838,4896,41706,12120,18876,251364,83064,120336,1758600,,,,,36228,578430,262020,3585264,29580,253770,192744,1286574
Asthma,2007,M,<1,262836,5064,5460,0,1110,3018,4884,20448,144456,163608,541134,,,,,5010,49860,182676,1182378,4902,50454,140784,771204
Asthma,2007,M,1 to 4,745536,20412,88752,24,132,8130,10770,27474,19974,24462,72456,,,,,74502,401148,401994,1727346,60894,299232,225966,767358
Asthma,2007,M,5 to 9,958572,10572,201504,30,72,5670,7122,23886,11082,13386,42072,,,,,149694,541356,393042,1147746,108318,372894,204600,563970
Asthma,2007,M,10 to 14,1096392,5706,248388,48,114,5172,6468,27036,11772,14406,65262,,,,,173232,555288,400566,1071642,113730,363660,203148,561810
Asthma,2007,M,15 to 19,1177374,3018,194640,108,546,5004,6462,34050,19254,23874,127692,,,,,140106,470406,467964,1347630,77424,249990,216714,631914
Asthma,2007,M,20 to 24,1171068,2940,122646,126,810,3168,4122,25482,19542,24612,168672,,,,,87216,326580,474612,1505808,41868,141996,205080,621162
Asthma,2007,M,25 to 29,1158852,3468,77328,72,702,2148,2880,21048,19326,24714,173772,,,,,57588,254208,473514,1654116,29340,109788,216180,683586
Asthma,2007,M,30 to 34,1153512,3666,68346,84,786,2286,3132,21486,20622,26724,177276,,,,,54108,269052,505572,1903692,29772,118866,248310,814356
Asthma,2007,M,35 to 39,1241028,3744,69804,150,1128,2640,3762,22098,25164,32910,199524,,,,,57192,315900,575610,2337858,33750,142986,301092,1037382
Asthma,2007,M,40 to 44,1397664,3996,78690,204,1878,3540,5064,35706,33912,45120,274752,,,,,66288,401184,661416,2891586,42114,194304,368580,1357590
Asthma,2007,M,45 to 49,1432128,4128,78924,294,3156,4560,6810,45384,44058,60330,381666,,,,,68310,445764,711078,3311154,45996,235296,416988,1658814
Asthma,2007,M,50 to 54,1283460,3606,68652,438,4656,5172,7878,55764,52140,72774,526620,,,,,61176,428718,674544,3413958,44046,254484,426090,1872972
Asthma,2007,M,55 to 59,1088550,3408,59040,570,6204,5748,9060,66168,59484,84540,590412,,,,,53922,411384,605334,3374340,41610,273186,409986,2014284
Asthma,2007,M,60 to 64,884460,2988,51930,768,7770,6756,10680,80604,64674,93396,684708,,,,,48528,406428,513252,3192732,39618,294660,374118,2058642
Asthma,2007,M,65 to 69,647616,2448,42858,1062,9222,7056,11634,95976,62382,92634,725982,,,,,40590,386358,392346,2841204,34698,293448,303072,1911594
Asthma,2007,M,70 to 74,513102,2016,38556,1380,11496,7896,13236,118692,63018,96012,839874,,,,,36924,397524,320886,2723304,32622,310410,260688,1862364
Asthma,2007,M,75 to 79,413448,1794,35298,2028,15126,9006,15534,150534,64170,99210,998316,,,,,33768,418950,261240,2606958,30438,322386,218466,1756392
Asthma,2007,M,80 to 84,272622,1218,25170,2298,16530,7752,13212,139584,51978,80496,916512,,,,,23994,342666,173130,2030700,21666,232554,146202,1233348
Asthma,2007,M,85+,199590,798,17574,2898,23262,6216,10362,125442,46068,69786,901380,,,,,16290,261798,124110,1720218,13962,140832,99702,815220
Asthma,2008,F,<1,256170,2532,2760,6,810,1506,2448,10458,137472,151932,485538,,,,,2502,23838,177594,1094358,2484,26310,129720,675030
Asthma,2008,F,1 to 4,727404,13926,50472,12,90,4560,6060,15774,17274,21246,66666,,,,,42180,222006,407502,1679514,34368,169860,212940,694632
Asthma,2008,F,5 to 9,910368,7380,127122,18,66,3390,4242,13548,9378,11376,34356,,,,,95118,348990,409302,1199448,65460,218226,192012,502476
Asthma,2008,F,10 to 14,1023558,4962,173304,30,72,3396,4500,20496,10320,13338,64644,,,,,124482,420852,418782,1176522,75942,239856,188262,507618
Asthma,2008,F,15 to 19,1132128,4848,165120,42,234,7296,9528,42060,32670,40668,162144,,,,,139896,677742,565140,2358390,77442,289590,252174,810942
Asthma,2008,F,20 to 24,1146222,4518,131394,66,270,11064,14232,49872,68532,82482,254418,,,,,116412,712062,630618,3228216,68820,298110,316560,1216056
Asthma,2008,F,25 to 29,1195080,4830,116820,54,312,15516,19308,65124,121776,140712,407478,,,,,103662,724158,659826,3744378,70980,386190,385944,1855950
